rabc		X11a		X12a		Y11a		Y12a		Y11b		Y12b		X11c		X12c		Y11c		Y12c
2.10000000e+00	1.98069000e+00	-1.97823200e+00	8.52200000e-02	-8.14540000e-02	-7.87158000e-02	8.02421000e-02	2.19500000e-02	-1.00995000e-02	1.59990000e-01	5.80310000e-03
2.15000000e+00	1.14261000e+00	-1.14019200e+00	5.37500000e-02	-5.03280000e-02	-4.82308000e-02	4.95261000e-02	1.67400000e-02	-6.79550000e-03	1.04880000e-01	-1.96900000e-04
2.20000000e+00	7.40120000e-01	-7.37752000e-01	3.67000000e-02	-3.35920000e-02	-3.18458000e-02	3.29531000e-02	1.30800000e-02	-4.73150000e-03	7.36000000e-02	-2.24620000e-03
2.25000000e+00	5.11730000e-01	-5.09422000e-01	2.63700000e-02	-2.35600000e-02	-2.20328000e-02	2.29871000e-02	1.04000000e-02	-3.37250000e-03	5.38700000e-02	-2.82460000e-03
2.30000000e+00	3.69290000e-01	-3.67042000e-01	1.96700000e-02	-1.71210000e-02	-1.57498000e-02	1.65771000e-02	8.37000000e-03	-2.45050000e-03	4.06100000e-02	-2.81500000e-03
2.35000000e+00	2.74840000e-01	-2.72662000e-01	1.50800000e-02	-1.27850000e-02	-1.15348000e-02	1.22561000e-02	6.79000000e-03	-1.80550000e-03	3.12900000e-02	-2.57600000e-03
2.40000000e+00	2.09440000e-01	-2.07332000e-01	1.18300000e-02	-9.75800000e-03	-8.60950000e-03	9.24210000e-03	5.56000000e-03	-1.34810000e-03	2.45200000e-02	-2.26330000e-03
2.45000000e+00	1.62630000e-01	-1.60603000e-01	9.46000000e-03	-7.58300000e-03	-6.52500000e-03	7.08110000e-03	4.58000000e-03	-1.01760000e-03	1.94900000e-02	-1.94570000e-03
2.50000000e+00	1.28260000e-01	-1.26311000e-01	7.67000000e-03	-5.98200000e-03	-5.00680000e-03	5.49710000e-03	3.80000000e-03	-7.75600000e-04	1.56600000e-02	-1.65200000e-03
2.55000000e+00	1.02480000e-01	-1.00617000e-01	6.30000000e-03	-4.77900000e-03	-3.88220000e-03	4.31510000e-03	3.17000000e-03	-5.96300000e-04	1.27100000e-02	-1.39250000e-03
2.60000000e+00	8.28000000e-02	-8.10230000e-02	5.24000000e-03	-3.86200000e-03	-3.03670000e-03	3.42010000e-03	2.65000000e-03	-4.62100000e-04	1.04000000e-02	-1.16880000e-03
2.65000000e+00	6.75400000e-02	-6.58530000e-02	4.39000000e-03	-3.15100000e-03	-2.39320000e-03	2.73410000e-03	2.23000000e-03	-3.60600000e-04	8.57000000e-03	-9.78800000e-04
2.70000000e+00	5.55600000e-02	-5.39560000e-02	3.71000000e-03	-2.59300000e-03	-1.89830000e-03	2.20110000e-03	1.88000000e-03	-2.83200000e-04	7.11000000e-03	-8.18900000e-04
2.75000000e+00	4.60300000e-02	-4.45190000e-02	3.15000000e-03	-2.14900000e-03	-1.51410000e-03	1.78310000e-03	1.59000000e-03	-2.23800000e-04	5.92000000e-03	-6.84900000e-04
2.80000000e+00	3.83800000e-02	-3.69560000e-02	2.70000000e-03	-1.79200000e-03	-1.21350000e-03	1.45210000e-03	1.34000000e-03	-1.77800000e-04	4.95000000e-03	-5.73000000e-04
2.85000000e+00	3.21700000e-02	-3.08400000e-02	2.32000000e-03	-1.50300000e-03	-9.76500000e-04	1.18910000e-03	1.14000000e-03	-1.41900000e-04	4.17000000e-03	-4.79600000e-04
2.90000000e+00	2.71000000e-02	-2.58530000e-02	2.00000000e-03	-1.26700000e-03	-7.88600000e-04	9.78100000e-04	9.70000000e-04	-1.13900000e-04	3.52000000e-03	-4.01600000e-04
2.95000000e+00	2.29200000e-02	-2.17570000e-02	1.73000000e-03	-1.07100000e-03	-6.38700000e-04	8.07100000e-04	8.30000000e-04	-9.17000000e-05	2.97000000e-03	-3.36500000e-04
3.00000000e+00	1.94500000e-02	-1.83680000e-02	1.50000000e-03	-9.10000000e-04	-5.18600000e-04	6.68100000e-04	7.20000000e-04	-7.41000000e-05	2.51000000e-03	-2.82300000e-04
3.05000000e+00	1.65500000e-02	-1.55470000e-02	1.30000000e-03	-7.74000000e-04	-4.21900000e-04	5.55100000e-04	6.10000000e-04	-6.01000000e-05	2.14000000e-03	-2.36900000e-04
3.10000000e+00	1.40900000e-02	-1.31570000e-02	1.13000000e-03	-6.60000000e-04	-3.43600000e-04	4.62100000e-04	5.20000000e-04	-4.88000000e-05	1.82000000e-03	-1.98700000e-04
3.15000000e+00	1.20200000e-02	-1.11750000e-02	9.90000000e-04	-5.63000000e-04	-2.80100000e-04	3.85100000e-04	4.40000000e-04	-3.97000000e-05	1.55000000e-03	-1.66800000e-04
3.20000000e+00	1.02800000e-02	-9.49800000e-03	8.60000000e-04	-4.82000000e-04	-2.28500000e-04	3.21100000e-04	3.80000000e-04	-3.25000000e-05	1.32000000e-03	-1.40000000e-04
3.25000000e+00	8.78000000e-03	-8.07200000e-03	7.40000000e-04	-4.12000000e-04	-1.86200000e-04	2.68100000e-04	3.20000000e-04	-2.65000000e-05	1.12000000e-03	-1.17300000e-04
3.30000000e+00	7.50000000e-03	-6.85500000e-03	6.50000000e-04	-3.51000000e-04	-1.51700000e-04	2.23000000e-04	2.70000000e-04	-2.17000000e-05	9.50000000e-04	-9.82000000e-05
3.35000000e+00	6.39000000e-03	-5.81300000e-03	5.60000000e-04	-3.00000000e-04	-1.23300000e-04	1.85700000e-04	2.30000000e-04	-1.76000000e-05	8.10000000e-04	-8.20000000e-05
3.40000000e+00	5.43000000e-03	-4.91500000e-03	4.90000000e-04	-2.54000000e-04	-9.99000000e-05	1.54300000e-04	2.00000000e-04	-1.44000000e-05	6.80000000e-04	-6.84000000e-05
3.45000000e+00	4.61000000e-03	-4.14100000e-03	4.10000000e-04	-2.15000000e-04	-8.07000000e-05	1.27800000e-04	1.70000000e-04	-1.17000000e-05	5.70000000e-04	-5.67000000e-05
3.50000000e+00	3.88000000e-03	-3.47000000e-03	3.50000000e-04	-1.82000000e-04	-6.48000000e-05	1.05300000e-04	1.40000000e-04	-9.50000000e-06	4.80000000e-04	-4.68000000e-05
3.55000000e+00	3.25000000e-03	-2.89300000e-03	3.00000000e-04	-1.52000000e-04	-5.16000000e-05	8.61000000e-05	1.20000000e-04	-7.60000000e-06	4.00000000e-04	-3.84000000e-05
3.60000000e+00	2.69000000e-03	-2.38300000e-03	2.50000000e-04	-1.26000000e-04	-4.08000000e-05	6.99000000e-05	9.00000000e-05	-6.10000000e-06	3.20000000e-04	-3.12000000e-05
3.65000000e+00	2.20000000e-03	-1.93800000e-03	2.10000000e-04	-1.03000000e-04	-3.18000000e-05	5.60000000e-05	8.00000000e-05	-4.80000000e-06	2.70000000e-04	-2.50000000e-05
3.70000000e+00	1.77000000e-03	-1.54700000e-03	1.60000000e-04	-8.20000000e-05	-2.43000000e-05	4.40000000e-05	7.00000000e-05	-3.70000000e-06	2.10000000e-04	-1.97000000e-05
3.75000000e+00	1.38000000e-03	-1.20400000e-03	1.30000000e-04	-6.40000000e-05	-1.82000000e-05	3.37000000e-05	5.00000000e-05	-2.90000000e-06	1.60000000e-04	-1.51000000e-05
3.80000000e+00	1.04000000e-03	-9.01000000e-04	1.00000000e-04	-4.80000000e-05	-1.30000000e-05	2.49000000e-05	3.00000000e-05	-2.10000000e-06	1.20000000e-04	-1.12000000e-05
3.85000000e+00	7.40000000e-04	-6.34000000e-04	7.00000000e-05	-3.40000000e-05	-8.80000000e-06	1.73000000e-05	3.00000000e-05	-1.40000000e-06	8.00000000e-05	-7.80000000e-06
3.90000000e+00	4.60000000e-04	-3.97000000e-04	4.00000000e-05	-2.10000000e-05	-5.30000000e-06	1.07000000e-05	2.00000000e-05	-9.00000000e-07	5.00000000e-05	-4.90000000e-06
3.95000000e+00	2.20000000e-04	-1.87000000e-04	2.00000000e-05	-1.00000000e-05	-2.40000000e-06	4.90000000e-06	1.00000000e-05	-4.00000000e-07	2.00000000e-05	-2.30000000e-06
4.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
